city,divergence
Ahmedabad,0.0005821807732705464
Bhopal,0.0041168053793294579
Chennai,0.0015296435788059171
Delhi,0.015331258069594567
Guwahati,0.054653523987827413
Mithapur,0.011225194118585247
Mumbai,0.0011914607883009021
Phalodi,0.011225194118585247
